GO.ID	Description	p.Val	FDR	Phenotype	Genes
HP:0000557	Buphthalmos	4.51e-02	4.51e-02	1	FGFR3,LTBP2,TWIST1,PXDN,CYP1B1,SH3PXD2B,COL4A1
HP:0010446	Tricuspid stenosis	3.26e-03	3.26e-03	1	CHST3,FBN1,ADAMTSL2
HP:0000993	Molluscoid pseudotumors	8.98e-06	8.98e-06	1	PLOD1,COL1A1,COL5A1,COL3A1,COL5A2,ZNF469
HP:0000324	Facial asymmetry	4.20e-02	4.20e-02	1	FGFR3,SALL4,COL1A1,DSE,SEMA5A,SPARC,TWIST1,BMP4,SERPINF1,KRAS,FKBP10,EDNRA,COL1A2,IGF2,MAF,NOG
HP:0100718	Uterine rupture	1.23e-02	1.23e-02	1	COL5A1,TGFBR2,COL3A1
HP:0001790	Nonimmune hydrops fetalis	2.07e-02	2.07e-02	1	FLT4,COL1A1,VEGFC,COL1A2,GJC2
HP:0006528	Chronic lung disease	4.51e-02	4.51e-02	1	COL1A1,SERPINF1,FKBP10,SERPINH1,CREB3L1,COL1A2,BMP1
HP:0009541	Abnormality of the phalanges of the 2nd finger	3.56e-02	3.56e-02	1	FGFR3,TWIST1,RUNX2,BMP2
HP:0000233	Thin vermilion border	1.29e-02	1.29e-02	1	NDST1,EVC,SEC23A,NALCN,CDK6,GLI3,COL1A1,DSE,PDGFRB,RUNX2,COL5A1,SERPINF1,FKBP10,SERPINH1,HMGA2,GJA1,CREB3L1,COL1A2,FBN1,BMP1,COL3A1,ROR2,ZFPM2,SOX11,HIC1,MAF,EXT1,NDN,NOG,TCF4,ADAMTSL2,TWIST2,TUBB3
HP:0003468	Abnormality of the vertebrae	4.17e-04	4.17e-04	1	ELN,COL11A1,FGFR3,GLI2,MMP2,COL9A3,SEC23A,SALL4,FOXF1,XYLT1,COMP,GLI3,CLIP2,COL1A1,NKX3-2,SPARC,PDE4D,KCNJ8,TWIST1,CHST3,COL10A1,RUNX2,MATN3,SERPINF1,KRAS,LRP4,FKBP10,HSPG2,SERPINH1,GJA1,MMP14,CREB3L1,ACAN,SKI,DDR2,COL1A2,FBN1,BMP1,ROR2,SH3PXD2B,GAS1,NOG,ADAMTSL2,PAPSS2
HP:0003312	Abnormal form of the vertebral bodies	1.18e-04	1.18e-04	1	ELN,COL11A1,FGFR3,COL9A3,SEC23A,FOXF1,XYLT1,COMP,GLI3,CLIP2,COL1A1,SPARC,PDE4D,KCNJ8,TWIST1,CHST3,COL10A1,RUNX2,MATN3,SERPINF1,LRP4,FKBP10,HSPG2,SERPINH1,GJA1,CREB3L1,ACAN,SKI,DDR2,COL1A2,FBN1,BMP1,ROR2,SH3PXD2B,ADAMTSL2,PAPSS2
HP:0000926	Platyspondyly	1.92e-06	1.92e-06	1	COL11A1,FGFR3,COL9A3,XYLT1,COMP,COL1A1,SPARC,KCNJ8,COL10A1,RUNX2,MATN3,SERPINF1,FKBP10,HSPG2,SERPINH1,CREB3L1,ACAN,DDR2,COL1A2,FBN1,BMP1,ADAMTSL2,PAPSS2
HP:0008422	Vertebral wedging	7.22e-05	7.22e-05	1	SEC23A,COL1A1,SPARC,SERPINF1,FKBP10,SERPINH1,CREB3L1,COL1A2,BMP1
HP:0004586	Biconcave vertebral bodies	2.59e-03	2.59e-03	1	COL1A1,SPARC,SERPINF1,FKBP10,SERPINH1,CREB3L1,COL1A2,BMP1
HP:0003321	Biconcave flattened vertebrae	3.36e-03	3.36e-03	1	COL1A1,SPARC,SERPINF1,FKBP10,COL1A2
HP:0004568	Beaking of vertebral bodies	2.23e-04	2.23e-04	1	COMP,COL1A1,SPARC,SERPINF1,FKBP10,SERPINH1,CREB3L1,COL1A2,BMP1,SH3PXD2B
HP:0002953	Vertebral compression fractures	1.56e-04	1.56e-04	1	MMP2,COL1A1,SPARC,SERPINF1,FKBP10,SERPINH1,MMP14,CREB3L1,COL1A2,BMP1
HP:0009826	Limb undergrowth	1.92e-05	1.92e-05	1	COL11A1,FGFR3,EVC,ADAMTS2,COL9A3,SALL4,XYLT1,COMP,GLI3,COL1A1,SPARC,PDE4D,CHST3,COL10A1,MATN3,SERPINF1,LRP4,FKBP10,HSPG2,SERPINH1,CREB3L1,ACAN,DDR2,ANTXR2,COL1A2,FBN1,BMP1,ROR2,FAM20C,FZD2,EXT1,GPC6,NOG,ADAMTSL2,PAPSS2,SCARF2
HP:0002983	Micromelia	5.07e-09	5.07e-09	1	COL11A1,FGFR3,ADAMTS2,COL9A3,COMP,GLI3,COL1A1,SPARC,PDE4D,MATN3,SERPINF1,LRP4,FKBP10,HSPG2,SERPINH1,CREB3L1,ACAN,DDR2,ANTXR2,COL1A2,FBN1,BMP1,ROR2,FAM20C,EXT1,GPC6,ADAMTSL2,PAPSS2
HP:0003498	Disproportionate short stature	6.35e-06	6.35e-06	1	COL11A1,FGFR3,EVC,XYLT1,COMP,COL1A1,NKX3-2,SPARC,PDE4D,CHST3,MATN3,SERPINF1,FKBP10,HSPG2,SERPINH1,CREB3L1,ACAN,DDR2,COL1A2,BMP1,FZD2,GPC6,PAPSS2
HP:0008873	Disproportionate short-limb short stature	8.87e-07	8.87e-07	1	COL11A1,FGFR3,EVC,XYLT1,COMP,COL1A1,SPARC,PDE4D,CHST3,MATN3,SERPINF1,FKBP10,HSPG2,SERPINH1,CREB3L1,ACAN,DDR2,COL1A2,BMP1,FZD2,GPC6
HP:0008921	Neonatal short-limb short stature	2.60e-05	2.60e-05	1	FGFR3,EVC,COL1A1,SERPINF1,FKBP10,SERPINH1,CREB3L1,COL1A2,BMP1
HP:0008905	Rhizomelia	3.59e-04	3.59e-04	1	COL11A1,FGFR3,XYLT1,COL1A1,SPARC,CHST3,SERPINF1,FKBP10,SERPINH1,CREB3L1,ACAN,COL1A2,BMP1,FZD2,GPC6
HP:0002808	Kyphosis	4.52e-03	4.52e-03	1	ELN,FGFR3,SPEG,PLOD1,MMP2,XYLT1,COMP,FKBP14,CLIP2,COL1A1,PMP22,COL12A1,SPARC,CCND2,TGFB3,CHST3,EGR2,RUNX2,SERPINF1,KRAS,FKBP10,COL6A1,COL6A2,HSPG2,CTSK,SERPINH1,MMP14,CREB3L1,SKI,NTNG1,COL6A3,COL1A2,FBN1,BMP1,ROR2,SH3PXD2B,SOX11,NDN,ENPP1,PAPSS2,TUBB3
HP:0002751	Kyphoscoliosis	9.69e-04	9.69e-04	1	ELN,MMP2,FKBP14,CLIP2,COL1A1,PMP22,COL12A1,SPARC,TGFB3,CHST3,EGR2,SERPINF1,KRAS,FKBP10,COL6A1,COL6A2,HSPG2,SERPINH1,MMP14,CREB3L1,COL6A3,COL1A2,FBN1,BMP1,SH3PXD2B,PAPSS2
HP:0008069	Neoplasm of the skin	3.91e-02	3.91e-02	1	SNAI2,FLT4,LZTS1,SEC23A,GLI3,COL1A1,COL7A1,KDR,KRT17,DOCK6,COL5A1,KRAS,PDGFRA,ECM1,VEGFC,GJA1,KIT,TGFBR2,GJB2,SPRED1,ANTXR1,SOX11,GPC6,KRT5,GJC2,COL5A2,MC1R
HP:0002586	Peritonitis	2.27e-02	2.27e-02	1	COL1A1,COL5A1,F5,COL5A2
HP:0010944	Abnormality of the renal pelvis	1.06e-02	1.06e-02	1	SALL4,FOXF1,COL1A1,WFS1,DSE,SPARC,SERPINF1,MYH11,KRAS,FKBP10,SERPINH1,CREB3L1,ACTG2,COL1A2,TNXB,BMP1,ROR2,SOX11,FAM20C,ROBO2,FAT4
HP:0010946	Dilatation of the renal pelvis	8.75e-03	8.75e-03	1	SALL4,FOXF1,COL1A1,WFS1,DSE,SPARC,SERPINF1,MYH11,KRAS,FKBP10,SERPINH1,CREB3L1,ACTG2,COL1A2,TNXB,BMP1,ROR2,SOX11,FAM20C,ROBO2,FAT4
HP:0000126	Hydronephrosis	8.75e-03	8.75e-03	1	SALL4,FOXF1,COL1A1,WFS1,DSE,SPARC,SERPINF1,MYH11,KRAS,FKBP10,SERPINH1,CREB3L1,ACTG2,COL1A2,TNXB,BMP1,ROR2,SOX11,FAM20C,ROBO2,FAT4
HP:0011337	Abnormality of mouth size	3.33e-03	3.33e-03	1	ELN,COL11A1,SPEG,SEC23A,NALCN,ZNF423,XYLT1,DLX5,CLIP2,COL1A1,DSE,SPARC,COL7A1,PRRX1,CCND2,KCNJ8,BMP2,SERPINF1,KRAS,FKBP10,HSPG2,GJA1,SKI,COL1A2,FBN1,ROR2,SH3PXD2B,SOX11,FAM20C,MAF,FAT4,TCF4,ADAMTSL2,TWIST2
HP:0000160	Narrow mouth	5.29e-03	5.29e-03	1	COL11A1,SPEG,XYLT1,DLX5,COL1A1,DSE,SPARC,COL7A1,PRRX1,CCND2,BMP2,SERPINF1,FKBP10,HSPG2,GJA1,SKI,COL1A2,FBN1,FAM20C,MAF,FAT4
HP:0003307	Hyperlordosis	2.09e-02	2.09e-02	1	ELN,FGFR3,SPEG,XYLT1,COMP,CLIP2,PVRL1,LTBP2,CHST3,MATN3,LRP4,COL6A2,ADAMTS10,HSPG2,CTSK,ACAN,FBN1,PTRF,PLEC,BICD2
HP:0002938	Lumbar hyperlordosis	2.84e-03	2.84e-03	1	FGFR3,XYLT1,COMP,LTBP2,CHST3,MATN3,COL6A2,ADAMTS10,HSPG2,ACAN,FBN1,PLEC
HP:0005294	Arterial dissection	1.03e-04	1.03e-04	1	PLOD1,COL5A1,TGFBR2,TNXB,COL3A1
HP:0003302	Spondylolisthesis	2.04e-06	2.04e-06	1	ACTA2,TGFB3,RUNX2,MYH11,CTSK,TGFBR2,FBN1,PRKG1,MFAP5,ZNF469
HP:0007720	Flat cornea	1.42e-02	1.42e-02	1	ELN,CLIP2,ADAMTSL4,FBN1,ZNF469
HP:0005988	Congenital muscular torticollis	1.34e-02	1.34e-02	1	COL12A1,COL6A1,COL6A2,COL6A3
HP:0002515	Waddling gait	4.27e-02	4.27e-02	1	SPEG,COL9A3,XYLT1,COMP,CHST3,COL10A1,FLNC,MATN3,LRP4,ACAN,NOG,BICD2
HP:0008440	C1-C2 vertebral abnormality	3.39e-04	3.39e-04	1	MMP2,MMP14,SKI,DDR2,FBN1
HP:0003320	C1-C2 subluxation	2.90e-02	2.90e-02	1	MMP2,MMP14,DDR2
HP:0001787	Abnormal delivery	1.10e-02	1.10e-02	1	PLOD1,ADAMTS2,COL1A1,MGP,SPARC,COL5A1,SERPINF1,FKBP10,SERPINH1,CREB3L1,COL1A2,BMP1,COL5A2
HP:0001788	Premature rupture of membranes	9.45e-05	9.45e-05	1	PLOD1,ADAMTS2,COL1A1,COL5A1,SERPINH1,COL5A2
HP:0005100	Premature birth following premature rupture of fetal membranes	3.26e-03	3.26e-03	1	COL1A1,COL5A1,COL5A2
HP:0010303	Abnormality of the spinal meninges	4.56e-04	4.56e-04	1	ACTA2,MYH11,TGFBR2,FBN1,PRKG1,MFAP5
HP:0100775	Dural ectasia	4.56e-04	4.56e-04	1	ACTA2,MYH11,TGFBR2,FBN1,PRKG1,MFAP5
HP:0005656	Positional foot deformity	2.02e-03	2.02e-03	1	ELN,SPEG,EVC,PLOD1,SALL4,XYLT1,FKBP14,ACTA2,PMP22,COL12A1,DSE,TGFB3,CHST3,DOCK6,COL5A1,MYH11,FBLN5,FKBP10,COL6A1,COL6A2,HSPG2,MEGF10,SKI,NTNG1,COL6A3,TGFBR2,FBN1,DCHS1,COL3A1,SH3PXD2B,DES,EXT1,PRKG1,BICD2,COL4A1,FAT4,TCF4,MFAP5,HBA1,TWIST2,SCARF2
HP:0001883	Talipes	1.88e-03	1.88e-03	1	ELN,SPEG,EVC,PLOD1,SALL4,XYLT1,FKBP14,ACTA2,PMP22,COL12A1,DSE,TGFB3,CHST3,DOCK6,COL5A1,MYH11,FBLN5,FKBP10,COL6A1,COL6A2,HSPG2,MEGF10,SKI,NTNG1,COL6A3,TGFBR2,FBN1,DCHS1,COL3A1,SH3PXD2B,DES,EXT1,PRKG1,BICD2,COL4A1,FAT4,TCF4,MFAP5,HBA1,TWIST2,SCARF2
HP:0001762	Talipes equinovarus	3.20e-04	3.20e-04	1	ELN,SPEG,EVC,PLOD1,XYLT1,FKBP14,ACTA2,COL12A1,DSE,TGFB3,CHST3,DOCK6,COL5A1,MYH11,FBLN5,FKBP10,COL6A1,COL6A2,HSPG2,MEGF10,SKI,NTNG1,COL6A3,TGFBR2,FBN1,DCHS1,COL3A1,SH3PXD2B,DES,PRKG1,BICD2,FAT4,TCF4,MFAP5,HBA1,TWIST2,SCARF2
HP:0000577	Exotropia	8.10e-04	8.10e-04	1	FGFR3,ACTA2,TGFB3,MYH11,COL4A2,TGFBR2,FBN1,EXT1,PRKG1,COL4A1,MFAP5,TUBB3
HP:0011220	Prominent forehead	1.13e-03	1.13e-03	1	NFIX,ELN,GLI2,NALCN,GLI3,DNM1,COL1A1,SPARC,FOXP1,CCND2,KCNJ8,SERPINF1,KRAS,LRP4,FBLN5,FKBP10,CASK,SERPINH1,CREB3L1,SKI,NTNG1,COL1A2,IGF2,BMP1,EFEMP2,SH3PXD2B,TCF4,COL27A1,MC1R
HP:0100736	Abnormality of the soft palate	4.31e-02	4.31e-02	1	COL11A1,SEC23A,XYLT1,FKBP14,ACTA2,SEMA5A,TGFB3,BMP4,MYH11,SKI,TGFBR2,FBN1,ROR2,PRKG1,MFAP5
HP:0000172	Abnormality of the uvula	2.01e-02	2.01e-02	1	COL11A1,SEC23A,XYLT1,ACTA2,SEMA5A,TGFB3,BMP4,MYH11,SKI,TGFBR2,FBN1,ROR2,PRKG1,MFAP5
HP:0000193	Bifid uvula	5.20e-03	5.20e-03	1	COL11A1,SEC23A,XYLT1,ACTA2,SEMA5A,TGFB3,BMP4,MYH11,SKI,TGFBR2,FBN1,PRKG1,MFAP5
HP:0000015	Bladder diverticulum	2.04e-06	2.04e-06	1	ELN,PLOD1,FKBP14,CLIP2,COL1A1,COL5A1,FBLN5,COL3A1,EFEMP2,COL5A2
HP:0003040	Arthropathy	3.98e-02	3.98e-02	1	COL11A1,MMP2,PRG4,CHST3,MMP14
HP:0005758	Basilar impression	1.17e-04	1.17e-04	1	COL1A1,SERPINF1,FKBP10,SERPINH1,CREB3L1,COL1A2,BMP1
HP:0000922	Posterior rib cupping	2.90e-02	2.90e-02	1	COL11A1,MATN3,DDR2
HP:0004948	Vascular tortuosity	4.78e-05	4.78e-05	1	ACTA2,MYH11,FBLN5,APP,TGFBR2,FBN1,EFEMP2,PRKG1,SLC2A10,MFAP5
HP:0005116	Arterial tortuosity	4.78e-05	4.78e-05	1	ACTA2,MYH11,FBLN5,APP,TGFBR2,FBN1,EFEMP2,PRKG1,SLC2A10,MFAP5
HP:0004955	Generalized arterial tortuosity	3.03e-07	3.03e-07	1	ACTA2,MYH11,FBLN5,TGFBR2,FBN1,EFEMP2,PRKG1,SLC2A10,MFAP5
HP:0001547	Abnormality of the rib cage	4.65e-03	4.65e-03	1	COL11A1,FGFR3,EVC,XYLT1,COMP,GLI3,COL1A1,NKX3-2,MGP,SPARC,LTBP2,KCNJ8,CHST3,RUNX2,DOCK6,MATN3,SERPINF1,KRAS,LRP4,FKBP10,ADAMTS10,HSPG2,SERPINH1,CREB3L1,ACAN,SKI,DDR2,COL1A2,FBN1,IGF2,BMP1,ROR2,ZEB2,ANTXR1,FAM20C,EXT1,NOG,PAPSS2,HBA1,SCARF2
HP:0000772	Abnormality of the ribs	1.02e-02	1.02e-02	1	COL11A1,FGFR3,EVC,COMP,GLI3,COL1A1,NKX3-2,MGP,SPARC,LTBP2,KCNJ8,RUNX2,MATN3,SERPINF1,LRP4,FKBP10,ADAMTS10,HSPG2,SERPINH1,CREB3L1,SKI,DDR2,COL1A2,FBN1,BMP1,ROR2,EXT1,NOG,PAPSS2,SCARF2
HP:0006640	Multiple rib fractures	1.51e-05	1.51e-05	1	COL1A1,SPARC,SERPINF1,FKBP10,SERPINH1,CREB3L1,COL1A2,BMP1
HP:0000883	Thin ribs	9.80e-05	9.80e-05	1	COL11A1,COL1A1,SPARC,SERPINF1,FKBP10,SERPINH1,CREB3L1,SKI,COL1A2,FBN1,BMP1,SCARF2
HP:0000923	Beaded ribs	5.77e-05	5.77e-05	1	COL1A1,SERPINF1,FKBP10,SERPINH1,CREB3L1,COL1A2,BMP1
HP:0000885	Broad ribs	8.02e-07	8.02e-07	1	COMP,COL1A1,LTBP2,SERPINF1,LRP4,FKBP10,ADAMTS10,SERPINH1,CREB3L1,COL1A2,FBN1,BMP1
HP:0100625	Enlarged thorax	2.90e-04	2.90e-04	1	COL11A1,FGFR3,XYLT1,COL1A1,CHST3,SERPINF1,KRAS,FKBP10,SERPINH1,CREB3L1,ACAN,COL1A2,BMP1,FAM20C
HP:0001552	Barrel-shaped chest	5.46e-04	5.46e-04	1	COL1A1,CHST3,SERPINF1,FKBP10,SERPINH1,CREB3L1,ACAN,COL1A2,BMP1
HP:0100797	Toenail dysplasia	3.56e-02	3.56e-02	1	FLT4,DOCK6,VEGFC,GJC2
HP:0003811	Neonatal death	2.79e-02	2.79e-02	1	FGFR3,FOXF1,GLI3,HSPG2,ZFPM2,FAM20C
HP:0001270	Motor delay	1.61e-03	1.61e-03	1	NFIX,IGF1,HGF,FGFR3,SPEG,PLOD1,ADAMTS2,XYLT1,CDK6,HOXA1,FKBP14,DNM1,COL1A1,PMP22,COL12A1,DSE,SPARC,FOXP1,TGFB3,FAM126A,CHST3,EGR2,SERPINF1,LRP4,FKBP10,COL6A1,COL6A2,MEGF10,CASK,SERPINH1,GJA1,CREB3L1,NTNG1,COL6A3,COL1A2,GJB2,IGF2,TUBA1A,BMP1,ZEB2,MSRB3,SH3PXD2B,HIC1,PLEC,NDN,BICD2,COL4A1,TCF4,GJC2
HP:0001679	Abnormality of the aorta	4.17e-03	4.17e-03	1	ELN,PLOD1,FOXF1,GLI3,CLIP2,ACTA2,COL1A1,DSE,LAMA4,CCND2,LDB3,COL5A1,MYH11,KRAS,FBLN5,TPM1,GJA1,SKI,NEXN,TGFBR2,COL1A2,FBN1,TNXB,COL3A1,ROR2,SGCD,EFEMP2,DES,PRKG1,SLC2A10,MFAP5,PLN,COL5A2
HP:0001724	Aortic dilatation	2.56e-05	2.56e-05	1	ACTA2,COL1A1,COL5A1,MYH11,FBLN5,SKI,TGFBR2,COL1A2,FBN1,TNXB,COL3A1,EFEMP2,PRKG1,SLC2A10,MFAP5,COL5A2
HP:0005111	Dilatation of the ascending aorta	1.25e-06	1.25e-06	1	ACTA2,COL1A1,COL5A1,MYH11,FBLN5,SKI,TGFBR2,FBN1,TNXB,COL3A1,EFEMP2,PRKG1,SLC2A10,MFAP5,COL5A2
HP:0002616	Aortic root dilatation	9.30e-03	9.30e-03	1	COL1A1,COL5A1,SKI,FBN1,COL5A2
HP:0004959	Dilatation of the descending thoracic aorta	2.21e-04	2.21e-04	1	ACTA2,MYH11,TGFBR2,FBN1,PRKG1,MFAP5
HP:0005112	Dilatation of the abdominal aorta	3.95e-06	3.95e-06	1	ACTA2,MYH11,FBLN5,TGFBR2,FBN1,COL3A1,EFEMP2,PRKG1,MFAP5
HP:0002647	Aortic dissection	2.58e-07	2.58e-07	1	PLOD1,ACTA2,COL1A1,COL5A1,MYH11,TGFBR2,FBN1,COL3A1,PRKG1,SLC2A10,MFAP5,COL5A2
HP:0004933	Ascending aortic dissection	2.21e-04	2.21e-04	1	ACTA2,MYH11,TGFBR2,FBN1,PRKG1,MFAP5
HP:0002617	Aneurysm	6.83e-05	6.83e-05	1	ACTA2,COL5A1,MYH11,FBLN5,TGFBR2,FBN1,COL3A1,EFEMP2,EXT1,PRKG1,COL4A1,SLC2A10,ENPP1,MFAP5
HP:0004942	Aortic aneurysm	3.95e-06	3.95e-06	1	ACTA2,MYH11,FBLN5,TGFBR2,FBN1,COL3A1,EFEMP2,PRKG1,MFAP5
HP:0012727	Thoracic aortic aneurysm	3.02e-05	3.02e-05	1	ACTA2,MYH11,FBLN5,TGFBR2,FBN1,EFEMP2,PRKG1,MFAP5
HP:0002631	Ascending aortic aneurysm	3.02e-05	3.02e-05	1	ACTA2,MYH11,FBLN5,TGFBR2,FBN1,EFEMP2,PRKG1,MFAP5
HP:0004954	Descending aortic aneurysm	2.21e-04	2.21e-04	1	ACTA2,MYH11,TGFBR2,FBN1,PRKG1,MFAP5
HP:0004953	Abdominal aortic aneurysm	2.57e-05	2.57e-05	1	ACTA2,MYH11,TGFBR2,FBN1,COL3A1,PRKG1,MFAP5
HP:0002622	Dissecting aortic aneurysm	2.21e-04	2.21e-04	1	ACTA2,MYH11,TGFBR2,FBN1,PRKG1,MFAP5
HP:0100659	Abnormality of the cerebral vasculature	4.76e-04	4.76e-04	1	ELN,HOXA1,CLIP2,ACTA2,WFS1,LAMA4,PDGFRB,FN1,TGFB3,LDB3,F13A1,COL5A1,MYH11,KRAS,COL4A2,TPM1,APP,NEXN,TGFBR2,HTRA1,FBN1,TNXB,COL3A1,ANTXR1,SGCD,DES,PRKG1,COL4A1,SLC2A10,ENPP1,MFAP5,PLN
HP:0001297	Stroke	8.00e-05	8.00e-05	1	ELN,CLIP2,ACTA2,WFS1,LAMA4,LDB3,MYH11,KRAS,COL4A2,TPM1,APP,NEXN,TGFBR2,FBN1,SGCD,DES,PRKG1,COL4A1,SLC2A10,ENPP1,MFAP5,PLN
HP:0009145	Abnormality of cerebral artery	1.52e-03	1.52e-03	1	ELN,HOXA1,CLIP2,ACTA2,PDGFRB,COL5A1,MYH11,KRAS,COL4A2,APP,TGFBR2,HTRA1,FBN1,TNXB,COL3A1,PRKG1,COL4A1,SLC2A10,MFAP5
HP:0012518	Abnormality of circle of Willis	1.48e-03	1.48e-03	1	ACTA2,MYH11,TGFBR2,FBN1,PRKG1,MFAP5
HP:0011834	Moyamoya phenomenon	1.48e-03	1.48e-03	1	ACTA2,MYH11,TGFBR2,FBN1,PRKG1,MFAP5
HP:0004944	Cerebral aneurysm	2.60e-05	2.60e-05	1	ACTA2,COL5A1,MYH11,TGFBR2,FBN1,COL3A1,PRKG1,COL4A1,MFAP5
HP:0007705	Corneal degeneration	2.90e-02	2.90e-02	1	ZEB1,COL8A2,TCF4
HP:0010621	Cutaneous syndactyly of toes	2.90e-02	2.90e-02	1	PVRL1,GJA1,NOG
HP:0001620	High pitched voice	4.33e-04	4.33e-04	1	XYLT1,COL1A1,GHR,SERPINF1,RIN2,FKBP10,HSPG2,SERPINH1,CREB3L1,COL1A2,FBN1,BMP1,ADAMTSL2
HP:0002019	Constipation	3.23e-03	3.23e-03	1	ELN,GLI2,SEMA3C,NALCN,CLIP2,DNM1,WFS1,DSE,COL7A1,FOXP1,KRAS,PDGFRA,MEGF10,CASK,SEMA3D,KIT,SKI,NTNG1,ACTG2,TGFBR2,TNXB,COL3A1,ZEB2,DES,PTRF,KRT5,COL4A5,TCF4,COL4A6,GJC2,MAGEL2
HP:0004452	Abnormality of the middle ear ossicles	5.70e-03	5.70e-03	1	COL1A1,SPARC,SERPINF1,FKBP10,COL1A2,NOG
HP:0008628	Abnormality of the stapes	2.43e-03	2.43e-03	1	COL1A1,SPARC,SERPINF1,FKBP10,COL1A2,NOG
HP:0000362	Otosclerosis	3.36e-03	3.36e-03	1	COL1A1,SPARC,SERPINF1,FKBP10,COL1A2
HP:0002363	Abnormality of brainstem morphology	1.88e-02	1.88e-02	1	FGFR3,LAMB1,ZNF423,HOXA1,COL1A1,SPARC,SERPINF1,TUBB2A,FKBP10,SERPINH1,CREB3L1,COL1A2,TUBA1A,BMP1,COL4A1,TCF4,TUBB3
HP:0001083	Ectopia lentis	5.49e-03	5.49e-03	1	COL11A1,COL1A1,LTBP2,COL5A1,CYP1B1,ADAMTS10,HSPG2,ADAMTSL4,FBN1,COL5A2
HP:0000460	Narrow nose	5.78e-03	5.78e-03	1	FGFR3,PDGFRB,TWIST1,GJA1,SCARF2
HP:0009023	Abdominal wall muscle weakness	3.56e-02	3.56e-02	1	MYH11,SKI,ACTG2,FBN1
HP:0000692	Misalignment of teeth	1.35e-02	1.35e-02	1	ELN,GLI2,PLOD1,ADAMTS2,XYLT1,CLIP2,COL1A1,DSE,SOBP,SEMA5A,PDE4D,LTBP2,CHST3,RUNX2,DPP6,COL5A1,CHSY1,KRAS,LRP4,CYP1B1,ADAMTS10,ZEB1,EDNRA,GJA1,SKI,FBN1,DCHS1,ROR2,ZEB2,COL8A2,SH3PXD2B,FAT4,TCF4,COL5A2,HBA1,SCARF2
HP:0006316	Irregularly spaced teeth	3.26e-03	3.26e-03	1	COL1A1,COL5A1,COL5A2
HP:0011675	Arrhythmia	6.60e-03	6.60e-03	1	ELN,FGFR3,SALL4,DMPK,CLIP2,ACTA2,LAMA4,TNFSF4,TGFB3,KCNJ8,LDB3,BMP2,DPP6,SYNE1,MYH11,KRAS,ZNF365,FBLN5,TPM1,HSPG2,JPH2,CACNA1C,GJA1,KIT,NEXN,NTNG1,TGFBR2,FBN1,TNXB,COL3A1,SGCD,KCNK3,EFEMP2,DES,PTRF,PRKG1,COL4A1,SLC2A10,ENPP1,MFAP5,PLN
HP:0005115	Supraventricular arrhythmia	4.13e-03	4.13e-03	1	DMPK,ACTA2,LAMA4,KCNJ8,LDB3,SYNE1,MYH11,TPM1,CACNA1C,NEXN,TGFBR2,FBN1,SGCD,DES,PTRF,PRKG1,COL4A1,MFAP5,PLN
HP:0004755	Supraventricular tachycardia	9.96e-03	9.96e-03	1	DMPK,ACTA2,LAMA4,KCNJ8,LDB3,SYNE1,MYH11,TPM1,CACNA1C,NEXN,TGFBR2,FBN1,SGCD,DES,PTRF,PRKG1,MFAP5,PLN
HP:0001692	Primary atrial arrhythmia	8.93e-03	8.93e-03	1	DMPK,ACTA2,LAMA4,KCNJ8,LDB3,SYNE1,MYH11,TPM1,CACNA1C,NEXN,TGFBR2,FBN1,SGCD,DES,PTRF,PRKG1,MFAP5,PLN
HP:0005110	Atrial fibrillation	6.37e-03	6.37e-03	1	DMPK,ACTA2,LAMA4,KCNJ8,LDB3,SYNE1,MYH11,TPM1,CACNA1C,NEXN,TGFBR2,FBN1,SGCD,DES,PTRF,PRKG1,MFAP5,PLN
HP:0008065	Aplasia/Hypoplasia of the skin	2.04e-03	2.04e-03	1	NFIX,PLOD1,ADAMTS2,COL1A1,MGP,COL7A1,DOCK6,COL5A1,EDA2R,KRAS,ANTXR2,TGFBR2,COL1A2,FBN1,DCHS1,TNXB,COL3A1,PLEC,KRT5,SLC2A10,ENPP1,COL5A2,TWIST2
HP:0000963	Thin skin	2.84e-03	2.84e-03	1	NFIX,PLOD1,ADAMTS2,COL1A1,COL7A1,COL5A1,EDA2R,TGFBR2,COL1A2,TNXB,COL3A1,SLC2A10,COL5A2,TWIST2
HP:0004334	Dermal atrophy	1.27e-02	1.27e-02	1	COL1A1,COL7A1,COL5A1,TGFBR2,COL1A2,FBN1,DCHS1,TNXB,COL3A1,KRT5,ENPP1,COL5A2,TWIST2
HP:0001065	Striae distensae	2.13e-02	2.13e-02	1	TGFBR2,FBN1,DCHS1,TNXB,COL3A1,ENPP1
HP:0001075	Atrophic scars	1.56e-03	1.56e-03	1	COL1A1,COL7A1,COL5A1,COL1A2,COL3A1,KRT5,COL5A2
HP:0001073	Cigarette-paper scars	1.15e-03	1.15e-03	1	COL1A1,COL5A1,COL3A1,COL5A2
HP:0100672	Vaginal hernia	1.23e-02	1.23e-02	1	COL5A1,TNXB,COL3A1
HP:0100645	Cystocele	3.26e-03	3.26e-03	1	COL5A1,TNXB,COL3A1
HP:0002107	Pneumothorax	4.92e-07	4.92e-07	1	ADAMTS2,ACTA2,DSE,COL5A1,MYH11,TGFBR2,FBN1,COL3A1,PRKG1,MFAP5
HP:0002108	Spontaneous pneumothorax	1.23e-02	1.23e-02	1	ADAMTS2,COL5A1,COL3A1
