GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0050918	positive chemotaxis	5.29e-04	5.29e-04	1	HGF,CXCL12,SEMA5A,F3,BMP4,KDR,FGF7,VEGFC,ANGPT1,SCG2
GO:0009791	post-embryonic development	1.43e-02	1.43e-02	1	EFEMP1,MFAP2,BMP4,FBN1
GO:0009886	post-embryonic morphogenesis	1.09e-03	1.09e-03	1	EFEMP1,MFAP2,FBN1
GO:0035295	tube development	2.54e-12	2.54e-12	1	GLI2,CHRD,PCSK5,FOXF1,HOXA1,RARRES2,GLI3,FGF1,FOXP1,ERRFI1,TCF21,PKD2,TGFB3,SOX4,BMP4,BMP2,LIF,PODXL,SMO,ALDH1A2,PDGFRA,AGT,PRICKLE1,FGF7,EPHA2,RHOB,SLIT2,SFRP2,ADAMTS12,KIT,SKI,PDPN,TGFBR2,HAND2,DLC1,DACT1,NPNT,SIX2,BASP1,SOX11,NOG,ROBO2,COL4A1
GO:0030323	respiratory tube development	6.52e-04	6.52e-04	1	GLI2,PCSK5,FOXF1,ERRFI1,TCF21,TGFB3,BMP4,FGF7,PDPN,SOX11
GO:0048863	stem cell differentiation	6.12e-12	6.12e-12	1	PHLDB1,SNAI2,HGF,EPHA3,SEMA3C,SEMA6A,BAMBI,SFRP1,COL1A1,SEMA5A,TCF21,TGFB3,TWIST1,SNAI1,BMP2,LOXL2,PDGFRA,FOXF2,SEMA7A,PRICKLE1,TGFB1I1,PHLDB2,SFRP2,CRB2,HMGA2,DAB2,SEMA3D,FZD1,KIT,HEYL,HAND2,HEY1,GREM1,SEMA6B,SIX2,HAS2,SOX11,NOG
GO:0001763	morphogenesis of a branching structure	5.64e-09	5.64e-09	1	HGF,GLI2,FOXF1,FGF1,RTN4,TCF21,PKD2,BMP4,BMP2,SMO,AGT,EPHA2,SLIT2,SFRP2,TGFBR2,NPNT,SIX2,NOG,COL4A1
GO:0061138	morphogenesis of a branching epithelium	7.25e-09	7.25e-09	1	HGF,GLI2,FOXF1,FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,EPHA2,SLIT2,SFRP2,TGFBR2,NPNT,SIX2,NOG,COL4A1
GO:0009790	embryo development	1.83e-18	1.83e-18	1	CYP26B1,IGF1,PHLDB1,COL11A1,GLI2,MMP2,CHRD,LAMB1,PCSK5,FOXF1,HOXA1,RARRES2,GLI3,COL1A1,COL12A1,MDFI,COL7A1,EFEMP1,FN1,MFAP2,TCF21,PKD2,TGFB3,DUSP1,INHBA,TWIST1,SNAI1,SOX4,BMP4,BMP2,KDR,SMO,ALDH1A2,COL5A1,NES,PDGFRA,COL4A2,PRICKLE1,NKD1,COL6A1,AFF3,COL8A1,PHLDB2,SFRP2,CRB2,HMGA2,ITGB1,FZD7,MMP14,KIT,SKI,ITGA5,TGFBR2,HAND2,ITGA2,HEY1,DLC1,DACT1,FBN1,SIX2,SOX7,BASP1,SOX11,MYADM,NOG,ALDH1A3,SULF2,COL5A2,MFRP
GO:0009792	embryo development ending in birth or egg hatching	5.44e-08	5.44e-08	1	IGF1,GLI2,CHRD,PCSK5,FOXF1,HOXA1,RARRES2,COL1A1,PKD2,TGFB3,TWIST1,SOX4,BMP2,ALDH1A2,PDGFRA,PRICKLE1,NKD1,CRB2,SKI,TGFBR2,HAND2,HEY1,DLC1,DACT1,SOX11,NOG,SULF2
GO:0043009	chordate embryonic development	5.44e-08	5.44e-08	1	IGF1,GLI2,CHRD,PCSK5,FOXF1,HOXA1,RARRES2,COL1A1,PKD2,TGFB3,TWIST1,SOX4,BMP2,ALDH1A2,PDGFRA,PRICKLE1,NKD1,CRB2,SKI,TGFBR2,HAND2,HEY1,DLC1,DACT1,SOX11,NOG,SULF2
GO:0001701	in utero embryonic development	2.36e-02	2.36e-02	1	IGF1,FOXF1,RARRES2,PKD2,TGFB3,BMP2,HAND2,HEY1
GO:0048598	embryonic morphogenesis	1.51e-16	1.51e-16	1	CYP26B1,PHLDB1,COL11A1,GLI2,MMP2,LAMB1,FOXF1,HOXA1,GLI3,COL12A1,COL7A1,EFEMP1,FN1,MFAP2,TCF21,PKD2,DUSP1,INHBA,TWIST1,SNAI1,SOX4,BMP4,SMO,COL5A1,PDGFRA,COL4A2,PRICKLE1,COL6A1,AFF3,COL8A1,PHLDB2,CRB2,HMGA2,ITGB1,FZD7,MMP14,SKI,ITGA5,TGFBR2,HAND2,ITGA2,DLC1,DACT1,FBN1,SIX2,SOX7,SOX11,MYADM,NOG,ALDH1A3,COL5A2
GO:0035113	embryonic appendage morphogenesis	4.61e-02	4.61e-02	1	CYP26B1,GLI3,TWIST1,AFF3,SKI,NOG
GO:0030326	embryonic limb morphogenesis	4.61e-02	4.61e-02	1	CYP26B1,GLI3,TWIST1,AFF3,SKI,NOG
GO:0007369	gastrulation	1.28e-11	1.28e-11	1	PHLDB1,COL11A1,MMP2,LAMB1,COL12A1,COL7A1,FN1,DUSP1,INHBA,SNAI1,BMP4,COL5A1,COL4A2,COL6A1,COL8A1,PHLDB2,CRB2,HMGA2,ITGB1,FZD7,MMP14,ITGA5,ITGA2,SIX2,SOX7,MYADM,COL5A2
GO:0001704	formation of primary germ layer	1.89e-12	1.89e-12	1	COL11A1,MMP2,LAMB1,COL12A1,COL7A1,FN1,DUSP1,INHBA,SNAI1,BMP4,COL5A1,COL4A2,COL6A1,COL8A1,CRB2,HMGA2,ITGB1,FZD7,MMP14,ITGA5,ITGA2,SIX2,SOX7,COL5A2
GO:0001706	endoderm formation	1.50e-09	1.50e-09	1	COL11A1,MMP2,LAMB1,COL12A1,COL7A1,FN1,DUSP1,INHBA,COL5A1,COL4A2,COL6A1,COL8A1,HMGA2,MMP14,ITGA5,SOX7,COL5A2
GO:0001707	mesoderm formation	3.13e-03	3.13e-03	1	SNAI1,BMP4,CRB2,HMGA2,ITGB1,ITGA2,SIX2
GO:0048333	mesodermal cell differentiation	1.50e-02	1.50e-02	1	BMP4,HMGA2,ITGB1,ITGA2,SIX2
GO:0048568	embryonic organ development	3.62e-07	3.62e-07	1	GLI2,PCSK5,FOXF1,HOXA1,RARRES2,GLI3,EFEMP1,MFAP2,TCF21,PKD2,TWIST1,BMP2,KDR,SMO,NES,PDGFRA,CRB2,KIT,TGFBR2,HAND2,HEY1,FBN1,SIX2,SOX11,NOG,ALDH1A3
GO:0045995	regulation of embryonic development	5.00e-02	5.00e-02	1	IGF1,PHLDB1,COL5A1,NKD1,PHLDB2,SFRP2,FZD7,MYADM,COL5A2
GO:0010470	regulation of gastrulation	1.54e-02	1.54e-02	1	PHLDB1,COL5A1,PHLDB2,FZD7,MYADM,COL5A2
GO:0045992	negative regulation of embryonic development	4.98e-02	4.98e-02	1	COL5A1,SFRP2,FZD7,COL5A2
GO:2000542	negative regulation of gastrulation	1.01e-02	1.01e-02	1	COL5A1,FZD7,COL5A2
GO:0055123	digestive system development	1.51e-04	1.51e-04	1	GLI2,PCSK5,FOXF1,RARRES2,GLI3,TCF21,SMO,BARX1,PDGFRA,KIT,DACT1,SIX2,SOX11
GO:0001501	skeletal system development	6.69e-23	6.69e-23	1	CYP26B1,IGF1,SNAI2,VCAN,FGFR3,EVC,GLI2,PTHLH,CHRD,PCSK5,PLS3,COMP,DLX5,HOXA1,AEBP1,COL1A1,NKX3-2,MGP,COL12A1,FOXP1,EFEMP1,TWIST1,COL10A1,SOX4,RUNX2,BMP4,BMP2,LRRC17,MATN3,POSTN,LOXL2,WNT2B,PDGFRA,GDF11,ADAMTS7,CDH11,IGFBP4,HMGA2,ADAMTS12,BMP6,KIT,SKI,EXTL1,ADAMTS4,RUNX1,TGFBR2,COL1A2,FBN1,GREM1,IGF2,BMP1,SH3PXD2B,SOX11,EXT1,TMEM119,NOG,SULF2,PAPSS2
GO:0048706	embryonic skeletal system development	5.20e-04	5.20e-04	1	PCSK5,HOXA1,COL1A1,TWIST1,PDGFRA,TGFBR2,SOX11,NOG,SULF2
GO:0001655	urogenital system development	4.48e-10	4.48e-10	1	GLI2,PCSK5,FOXF1,ACTA2,WFS1,FGF1,PDGFRB,TCF21,PKD2,SOX4,BMP4,BMP2,LIF,PODXL,SMO,LRP4,PDGFRA,AGT,SLIT2,ANGPT1,NPNT,SIX2,HAS2,CD34,BASP1,NOG,ROBO2,COL4A1,MME,SULF2
GO:0032535	regulation of cellular component size	1.17e-02	1.17e-02	1	LIMA1,SEMA3C,NRCAM,SEMA6A,ABL1,CXCL12,SEMA5A,RTN4,SLC12A4,CCL21,SEMA7A,SLIT2,IQGAP2,SEMA3D,CDC42EP3,ISLR2,SEMA6B,MYADM,PRR16,AQP1,MAGEL2
GO:0008361	regulation of cell size	4.26e-03	4.26e-03	1	SEMA3C,NRCAM,SEMA6A,ABL1,SEMA5A,RTN4,SLC12A4,SEMA7A,SEMA3D,ISLR2,SEMA6B,PRR16,AQP1
GO:0061387	regulation of extent of cell growth	4.48e-03	4.48e-03	1	SEMA3C,NRCAM,SEMA6A,ABL1,SEMA5A,RTN4,SEMA7A,SEMA3D,ISLR2,SEMA6B
GO:0060541	respiratory system development	1.38e-04	1.38e-04	1	GLI2,FOXF1,GLI3,ERRFI1,TCF21,TGFB3,BMP4,FGF7,SKI,PDPN,BASP1,SOX11
GO:0030324	lung development	2.34e-03	2.34e-03	1	GLI2,FOXF1,ERRFI1,TCF21,TGFB3,BMP4,FGF7,PDPN,SOX11
GO:0048286	lung alveolus development	2.05e-02	2.05e-02	1	ERRFI1,TCF21,TGFB3,BMP4
GO:0072359	circulatory system development	2.09e-26	2.09e-26	1	SNAI2,GPR124,FLT4,CALCRL,GLI2,NRCAM,PCSK5,SRPX2,FOXF1,SFRP1,CAV1,HOXA1,HOXA3,SERPINE1,ACTA2,COL1A1,CPE,SEMA5A,SPARC,FGF1,PDGFRB,ERRFI1,F3,NRP2,TCF21,PKD2,TEK,TGFBI,TWIST1,NR4A1,LRP1,PLCG1,PTGIS,SNAI1,SOX4,BMP4,BMP2,KDR,SMO,SERPINF1,MYH11,LOXL2,APLNR,PDGFRA,COL4A2,THBS1,CYP1B1,PRICKLE1,TPM1,EPHA2,ECM1,RHOB,SLIT2,SFRP2,CRB2,THY1,ROBO4,ANGPT1,RUNX1,PLXDC1,ITGA5,PDPN,NEXN,TGFBR2,HEYL,HAND2,HEY1,COL1A2,DLC1,JAM3,FBN1,GREM1,COL3A1,ZFPM2,SGCD,HAS2,S1PR1,SCG2,EGFL7,CD34,SH3PXD2B,SPHK1,BASP1,SOX11,EGR3,FOXS1,NOG,CLDN5,FLRT2,THBS2,COL4A1,APOD,AQP1,ECSCR
GO:0072001	renal system development	6.16e-11	6.16e-11	1	GLI2,PCSK5,FOXF1,ACTA2,WFS1,FGF1,PDGFRB,TCF21,PKD2,SOX4,BMP4,BMP2,LIF,PODXL,SMO,LRP4,PDGFRA,AGT,SLIT2,ANGPT1,NPNT,SIX2,HAS2,CD34,BASP1,NOG,ROBO2,COL4A1,MME,SULF2
GO:0061041	regulation of wound healing	5.37e-04	5.37e-04	1	FAP,CAV1,SERPINE1,F3,PLAU,PDGFRA,THBS1,PHLDB2,CASK,ADRA2A,C1QTNF1,CD34,SELP,THBD,F2R,PRKG1
GO:0061045	negative regulation of wound healing	2.19e-04	2.19e-04	1	FAP,SERPINE1,PLAU,PDGFRA,THBS1,PHLDB2,CASK,C1QTNF1,CD34,THBD,PRKG1
GO:0030193	regulation of blood coagulation	5.79e-04	5.79e-04	1	FAP,CAV1,SERPINE1,F3,PLAU,PDGFRA,THBS1,C1QTNF1,CD34,SELP,THBD,F2R,PRKG1
GO:0072358	cardiovascular system development	2.09e-26	2.09e-26	1	SNAI2,GPR124,FLT4,CALCRL,GLI2,NRCAM,PCSK5,SRPX2,FOXF1,SFRP1,CAV1,HOXA1,HOXA3,SERPINE1,ACTA2,COL1A1,CPE,SEMA5A,SPARC,FGF1,PDGFRB,ERRFI1,F3,NRP2,TCF21,PKD2,TEK,TGFBI,TWIST1,NR4A1,LRP1,PLCG1,PTGIS,SNAI1,SOX4,BMP4,BMP2,KDR,SMO,SERPINF1,MYH11,LOXL2,APLNR,PDGFRA,COL4A2,THBS1,CYP1B1,PRICKLE1,TPM1,EPHA2,ECM1,RHOB,SLIT2,SFRP2,CRB2,THY1,ROBO4,ANGPT1,RUNX1,PLXDC1,ITGA5,PDPN,NEXN,TGFBR2,HEYL,HAND2,HEY1,COL1A2,DLC1,JAM3,FBN1,GREM1,COL3A1,ZFPM2,SGCD,HAS2,S1PR1,SCG2,EGFL7,CD34,SH3PXD2B,SPHK1,BASP1,SOX11,EGR3,FOXS1,NOG,CLDN5,FLRT2,THBS2,COL4A1,APOD,AQP1,ECSCR
GO:0035239	tube morphogenesis	6.17e-09	6.17e-09	1	GLI2,FOXF1,HOXA1,FGF1,FOXP1,TCF21,PKD2,SOX4,BMP4,BMP2,PODXL,SMO,PDGFRA,AGT,PRICKLE1,EPHA2,RHOB,SLIT2,SFRP2,ADAMTS12,SKI,TGFBR2,HAND2,DLC1,DACT1,NPNT,SIX2,SOX11,NOG,COL4A1
GO:0060562	epithelial tube morphogenesis	3.94e-08	3.94e-08	1	GLI2,FOXF1,FGF1,FOXP1,TCF21,PKD2,SOX4,BMP4,BMP2,PODXL,SMO,AGT,PRICKLE1,EPHA2,RHOB,SLIT2,SFRP2,ADAMTS12,SKI,TGFBR2,HAND2,DLC1,NPNT,SIX2,SOX11,NOG,COL4A1
GO:0048754	branching morphogenesis of an epithelial tube	2.30e-08	2.30e-08	1	GLI2,FOXF1,FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,EPHA2,SLIT2,SFRP2,TGFBR2,NPNT,SIX2,NOG,COL4A1
GO:0042692	muscle cell differentiation	3.60e-04	3.60e-04	1	IGF1,EHD2,ABL1,DMPK,PDGFRB,SDC1,BMP4,BMP2,SYNE1,MYH11,PDGFRA,PRICKLE1,TPM1,MEGF10,ADAM12,MMP14,SKI,NEXN,LMOD1,HEY1,GREM1,SGCD,MAPK12,CACNA1H
GO:0051146	striated muscle cell differentiation	1.64e-04	1.64e-04	1	IGF1,EHD2,DMPK,PDGFRB,SDC1,BMP4,BMP2,MYH11,PDGFRA,PRICKLE1,TPM1,ADAM12,MMP14,SKI,NEXN,LMOD1,GREM1,CACNA1H
GO:0055001	muscle cell development	5.75e-03	5.75e-03	1	IGF1,PDGFRB,SDC1,BMP4,MYH11,PDGFRA,TPM1,MEGF10,SKI,NEXN,LMOD1,SGCD
GO:0055002	striated muscle cell development	2.12e-02	2.12e-02	1	IGF1,PDGFRB,SDC1,BMP4,MYH11,PDGFRA,TPM1,SKI,NEXN,LMOD1
GO:0048569	post-embryonic organ development	1.01e-02	1.01e-02	1	EFEMP1,MFAP2,FBN1
GO:0001667	ameboidal-type cell migration	1.63e-08	1.63e-08	1	GPR124,FLT4,BCAR1,SEMA3C,FAP,SEMA6A,SRPX2,SEMA5A,SPARC,FGF1,FOXP1,NRP2,TEK,NR4A1,PLCG1,BMP4,KDR,LOXL2,AGT,THBS1,CYP1B1,SEMA7A,FGF7,EPHA2,RHOB,SLIT2,SEMA3D,ANGPT1,KIT,DDR2,GREM1,SEMA6B,ZEB2,MCC,SCG2,EGR3,DPP4
GO:0010631	epithelial cell migration	5.41e-08	5.41e-08	1	GPR124,FLT4,BCAR1,FAP,SRPX2,SEMA5A,SPARC,FGF1,FOXP1,NRP2,TEK,NR4A1,PLCG1,BMP4,KDR,LOXL2,AGT,THBS1,CYP1B1,FGF7,EPHA2,RHOB,SLIT2,ANGPT1,KIT,GREM1,ZEB2,MCC,SCG2,EGR3,DPP4
GO:0043542	endothelial cell migration	5.85e-09	5.85e-09	1	GPR124,FLT4,BCAR1,FAP,SRPX2,SEMA5A,SPARC,FGF1,FOXP1,NRP2,TEK,NR4A1,PLCG1,BMP4,KDR,LOXL2,AGT,THBS1,CYP1B1,EPHA2,RHOB,SLIT2,ANGPT1,GREM1,SCG2,EGR3,DPP4
GO:0043534	blood vessel endothelial cell migration	9.05e-03	9.05e-03	1	SRPX2,NR4A1,PLCG1,KDR,THBS1,EPHA2,SLIT2,ANGPT1,GREM1,EGR3
GO:0007423	sensory organ development	8.28e-06	8.28e-06	1	HOXA1,GLI3,PDGFRB,EFEMP1,MFAP2,INHBA,TWIST1,BMP2,COL5A1,NES,WNT2B,PDGFRA,CYP1B1,NKD1,EPHA2,SDK1,THY1,SKI,FBN1,SH3PXD2B,SOX11,MAF,NOG,ALDH1A3,COL4A1,COL5A2
GO:0001654	eye development	1.19e-05	1.19e-05	1	PDGFRB,EFEMP1,MFAP2,INHBA,TWIST1,COL5A1,NES,WNT2B,PDGFRA,CYP1B1,NKD1,EPHA2,SDK1,THY1,SKI,FBN1,SH3PXD2B,SOX11,MAF,ALDH1A3,COL4A1,COL5A2
GO:0043010	camera-type eye development	3.66e-04	3.66e-04	1	PDGFRB,EFEMP1,INHBA,TWIST1,NES,WNT2B,PDGFRA,CYP1B1,EPHA2,SDK1,THY1,SKI,FBN1,SOX11,MAF,COL4A1
GO:0061029	eyelid development in camera-type eye	4.98e-02	4.98e-02	1	INHBA,TWIST1,SOX11
GO:0050820	positive regulation of coagulation	2.52e-03	2.52e-03	1	SERPINE1,F3,THBS1,SELP,THBD,F2R
GO:0048864	stem cell development	1.48e-12	1.48e-12	1	PHLDB1,SNAI2,HGF,EPHA3,SEMA3C,SEMA6A,BAMBI,SFRP1,COL1A1,SEMA5A,TGFB3,TWIST1,SNAI1,BMP2,LOXL2,FOXF2,SEMA7A,TGFB1I1,PHLDB2,SFRP2,CRB2,HMGA2,DAB2,SEMA3D,HEYL,HAND2,HEY1,GREM1,SEMA6B,HAS2,SOX11,NOG
GO:0009887	organ morphogenesis	2.19e-20	2.19e-20	1	CYP26B1,DCN,SNAI2,HGF,ELN,FGFR3,GLI2,LAMB1,SEMA6A,FOXF1,COMP,DLX5,CAV1,HOXA1,GLI3,ASPN,ACTA2,COL1A1,CPE,MGP,FGF1,EFEMP1,ERRFI1,MFAP2,TCF21,PKD2,TGFB3,TEK,INHBA,TWIST1,SOX4,BMP4,BMP2,LIF,SMO,COL5A1,WNT2B,PDGFRA,AGT,FGF7,TPM1,NKD1,EPHA2,SFRP2,SDK1,CRB2,DAB2,THY1,SKI,ACTG2,TGFBR2,HEYL,HAND2,ITGA2,HEY1,COL1A2,DLC1,DACT1,FBN1,GREM1,BMP1,NPNT,ZFPM2,SIX2,HAS2,S1PR1,CD34,BASP1,SOX11,NOG,CLDN5,ALDH1A3,FLRT2,COL5A2,AQP1
GO:0090596	sensory organ morphogenesis	5.27e-05	5.27e-05	1	HOXA1,GLI3,EFEMP1,MFAP2,TWIST1,COL5A1,WNT2B,NKD1,EPHA2,SDK1,THY1,SKI,FBN1,SOX11,NOG,ALDH1A3,COL5A2
GO:0048592	eye morphogenesis	1.10e-04	1.10e-04	1	EFEMP1,MFAP2,TWIST1,COL5A1,WNT2B,NKD1,EPHA2,SDK1,THY1,SKI,FBN1,SOX11,ALDH1A3,COL5A2
GO:0060343	trabecula formation	4.98e-02	4.98e-02	1	TEK,HEY1,GREM1
GO:0042476	odontogenesis	2.70e-04	2.70e-04	1	GLI2,LAMB1,ASPN,COL1A1,TGFB3,INHBA,BMP4,BMP2,COL1A2,CD34,AQP1
GO:0048705	skeletal system morphogenesis	2.93e-05	2.93e-05	1	CYP26B1,FGFR3,DLX5,HOXA1,MGP,TWIST1,BMP4,PDGFRA,SKI,TGFBR2,GREM1,BMP1,SOX11,NOG
GO:0048563	post-embryonic organ morphogenesis	1.09e-03	1.09e-03	1	EFEMP1,MFAP2,FBN1
GO:0048050	post-embryonic eye morphogenesis	1.09e-03	1.09e-03	1	EFEMP1,MFAP2,FBN1
GO:0048562	embryonic organ morphogenesis	2.45e-04	2.45e-04	1	FOXF1,HOXA1,EFEMP1,MFAP2,TCF21,PKD2,TWIST1,SMO,PDGFRA,CRB2,TGFBR2,HAND2,FBN1,SIX2,SOX11,NOG,ALDH1A3
GO:0048048	embryonic eye morphogenesis	3.43e-03	3.43e-03	1	EFEMP1,MFAP2,TWIST1,FBN1,SOX11,ALDH1A3
GO:0048704	embryonic skeletal system morphogenesis	1.24e-02	1.24e-02	1	HOXA1,TWIST1,PDGFRA,TGFBR2,SOX11,NOG
GO:0060425	lung morphogenesis	2.05e-02	2.05e-02	1	TCF21,BMP4,FGF7,SOX11
GO:0060348	bone development	6.63e-07	6.63e-07	1	CYP26B1,IGF1,FGFR3,PLS3,DLX5,FOXP1,TWIST1,BMP4,BMP2,LRRC17,KIT,SKI,GREM1,SH3PXD2B,TMEM119,SULF2
GO:0060349	bone morphogenesis	2.30e-02	2.30e-02	1	CYP26B1,FGFR3,DLX5,TWIST1,BMP4,SKI
GO:0070977	bone maturation	1.43e-02	1.43e-02	1	IGF1,FGFR3,BMP2,GREM1
GO:0031344	regulation of cell projection organization	9.61e-05	9.61e-05	1	EPHA3,NGFR,NEDD4,SEMA3C,FSCN1,NRCAM,SEMA6A,ABL1,CAV1,PTK7,SEMA5A,DPYSL3,RTN4,TGFB3,PODXL,LRP4,ITM2C,SPRY2,CCL21,SEMA7A,EPHA2,SLIT2,NTRK2,LRRC4C,SPOCK1,PTPRD,SEMA3D,THY1,CDC42EP3,ISLR2,SEMA6B,SDC2,CDK5R1,SLIT3,ROBO2,LPAR1
GO:0031345	negative regulation of cell projection organization	7.59e-05	7.59e-05	1	NGFR,SEMA3C,SEMA6A,SEMA5A,DPYSL3,RTN4,LRP4,ITM2C,SPRY2,CCL21,SLIT2,SPOCK1,SEMA3D,THY1,SEMA6B,LPAR1
GO:0001944	vasculature development	4.69e-21	4.69e-21	1	GPR124,FLT4,CALCRL,NRCAM,SRPX2,FOXF1,SFRP1,CAV1,HOXA1,HOXA3,SERPINE1,ACTA2,COL1A1,SEMA5A,SPARC,FGF1,PDGFRB,ERRFI1,F3,NRP2,TCF21,PKD2,TEK,TGFBI,TWIST1,NR4A1,LRP1,PLCG1,PTGIS,SOX4,BMP4,KDR,SERPINF1,LOXL2,PDGFRA,COL4A2,THBS1,CYP1B1,EPHA2,ECM1,RHOB,SLIT2,SFRP2,THY1,ROBO4,ANGPT1,RUNX1,PLXDC1,ITGA5,PDPN,TGFBR2,HEY1,COL1A2,JAM3,GREM1,HAS2,S1PR1,SCG2,EGFL7,CD34,SPHK1,EGR3,FOXS1,THBS2,COL4A1,APOD,AQP1,ECSCR
GO:0061437	renal system vasculature development	1.10e-06	1.10e-06	1	ACTA2,PDGFRB,TCF21,PKD2,BMP4,PDGFRA,ANGPT1,CD34
GO:0061438	renal system vasculature morphogenesis	3.17e-06	3.17e-06	1	PDGFRB,TCF21,PKD2,BMP4,PDGFRA
GO:0060426	lung vasculature development	4.19e-03	4.19e-03	1	FOXF1,ERRFI1,TCF21
GO:1901342	regulation of vasculature development	1.54e-07	1.54e-07	1	GPR124,SRPX2,SFRP1,SERPINE1,SEMA5A,SPARC,FGF1,F3,TEK,TWIST1,PLCG1,PTGIS,BMP4,KDR,SERPINF1,COL4A2,THBS1,CYP1B1,EPHA2,ECM1,RHOB,SFRP2,RUNX1,HEY1,CD34,SPHK1,THBS2,AQP1,ECSCR
GO:1904018	positive regulation of vasculature development	1.51e-06	1.51e-06	1	SRPX2,SERPINE1,SEMA5A,FGF1,F3,TEK,TWIST1,PLCG1,PTGIS,KDR,THBS1,CYP1B1,ECM1,RHOB,SFRP2,RUNX1,CD34,SPHK1,AQP1
GO:1901343	negative regulation of vasculature development	3.63e-02	3.63e-02	1	SERPINE1,SPARC,TEK,BMP4,SERPINF1,COL4A2,THBS1,THBS2,ECSCR
GO:0031214	biomineral tissue development	7.28e-07	7.28e-07	1	IGF1,FGFR3,ASPN,COL1A1,TGFB3,ACVR2A,TWIST1,BMP4,BMP2,ECM1,BMP6,DDR2,CLEC3B,GREM1,S1PR1,FAM20C,TMEM119,ENPP1
GO:0070167	regulation of biomineral tissue development	3.02e-05	3.02e-05	1	ASPN,TGFB3,ACVR2A,TWIST1,BMP4,BMP2,ECM1,BMP6,DDR2,GREM1,S1PR1,TMEM119,ENPP1
GO:0030282	bone mineralization	1.37e-06	1.37e-06	1	IGF1,FGFR3,ASPN,TGFB3,ACVR2A,TWIST1,BMP4,BMP2,ECM1,BMP6,DDR2,CLEC3B,GREM1,S1PR1,TMEM119,ENPP1
GO:0030500	regulation of bone mineralization	3.64e-05	3.64e-05	1	TGFB3,ACVR2A,TWIST1,BMP4,BMP2,ECM1,BMP6,DDR2,GREM1,S1PR1,TMEM119,ENPP1
GO:0048565	digestive tract development	3.58e-04	3.58e-04	1	GLI2,PCSK5,FOXF1,RARRES2,GLI3,TCF21,SMO,PDGFRA,KIT,DACT1,SIX2,SOX11
GO:0048546	digestive tract morphogenesis	3.82e-04	3.82e-04	1	GLI2,FOXF1,TCF21,PDGFRA,DACT1,SIX2,SOX11
GO:0048566	embryonic digestive tract development	1.49e-06	1.49e-06	1	GLI2,PCSK5,FOXF1,RARRES2,GLI3,TCF21,PDGFRA,SIX2,SOX11
GO:0048557	embryonic digestive tract morphogenesis	1.55e-04	1.55e-04	1	FOXF1,TCF21,PDGFRA,SIX2,SOX11
GO:0030855	epithelial cell differentiation	6.02e-04	6.02e-04	1	GLI2,CDK6,CAV1,SFRP4,ACTA2,PDE4D,ERRFI1,TCF21,SOX4,BMP4,BMP2,LIF,PODXL,SMO,EPHA2,FLG,TAGLN,DAB2,BMP6,FZD7,KIT,HEY1,ZEB2,KRT4,SIX2,CD34,BASP1,SOX11,MAF,CDH5,MYADM,CLDN5,PDE2A,RILPL1,CES1
GO:0002065	columnar/cuboidal epithelial cell differentiation	2.36e-02	2.36e-02	1	CDK6,SOX4,BMP4,BMP2,BMP6,KIT,ZEB2,SOX11
GO:0060563	neuroepithelial cell differentiation	4.72e-02	4.72e-02	1	SOX4,BMP2,KIT,ZEB2,SOX11
GO:0050819	negative regulation of coagulation	2.34e-03	2.34e-03	1	FAP,SERPINE1,PLAU,PDGFRA,THBS1,C1QTNF1,CD34,THBD,PRKG1
GO:0050900	leukocyte migration	1.40e-04	1.40e-04	1	FYN,CAV1,SERPINE1,RARRES2,CXCL12,COL1A1,FN1,TEK,PLCG1,EDN2,ATP1B2,KRAS,CCL21,THBS1,SLIT2,ESAM,ITGB1,VEGFC,ANGPT1,KIT,NBL1,ITGA5,VCAM1,COL1A2,JAM3,GREM1,S1PR1,SCG2,CD34,SELP,THBD,APOD,CCL14
GO:0097529	myeloid leukocyte migration	2.96e-02	2.96e-02	1	SERPINE1,RARRES2,CXCL12,EDN2,CCL21,THBS1,SLIT2,VEGFC,KIT,NBL1,JAM3,GREM1,SCG2,CCL14
GO:0060485	mesenchyme development	3.51e-16	3.51e-16	1	PHLDB1,SNAI2,HGF,EPHA3,SEMA3C,SEMA6A,BAMBI,FOXF1,SFRP1,ACTA2,COL1A1,SEMA5A,TCF21,PKD2,TGFB3,TWIST1,SNAI1,BMP4,BMP2,SMO,LOXL2,FOXF2,SEMA7A,TGFB1I1,PHLDB2,SFRP2,CRB2,HMGA2,DAB2,SEMA3D,ACTG2,HEYL,HAND2,HEY1,GREM1,SEMA6B,SIX2,HAS2,BASP1,SOX11,NOG
GO:0072132	mesenchyme morphogenesis	3.43e-03	3.43e-03	1	SNAI2,ACTA2,BMP2,ACTG2,HEYL,HEY1
GO:0048762	mesenchymal cell differentiation	2.58e-13	2.58e-13	1	PHLDB1,SNAI2,HGF,EPHA3,SEMA3C,SEMA6A,BAMBI,SFRP1,COL1A1,SEMA5A,TCF21,TGFB3,TWIST1,SNAI1,BMP2,LOXL2,FOXF2,SEMA7A,TGFB1I1,PHLDB2,SFRP2,CRB2,HMGA2,DAB2,SEMA3D,HEYL,HAND2,HEY1,GREM1,SEMA6B,SIX2,HAS2,SOX11,NOG
